superficieEtage1,superficieEtage2,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,superficieSousSolNonAmenagee,climatisation,proxRoute1,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,chauffage,qualiteChauffage,styleBatiment,nbCuisines,qualiteCuisine,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,nbPieces,superficieTotaleSousSol,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,taux_inflation,ames_taux_criminalite,moyenne_indice_prix_logements,superficieTotale,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,1,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,5,Edwards,0,3,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,0,1950-1960,1950-1960,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,1.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,1-500 m2,Gravier,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Bon,2,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,Chauffage air pulsé,Excellent,Bat 1.5 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,9,Edwards,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,50-75 m2,< 10 m2,1925-1950,1950-1960,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,1-500 m2,Pave,3,Unifamilial,Condition Ss à rénover,Aucune exposition,500-1000 m2,0,Faible qualité,0,Oui,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Bon,2,Fondation Béton,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Autre type garage,Avant 1950,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1.5 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en coin,Entre 21 et 30 m,Régulière,Classe Autre,Haute et moyenne densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,7,Autre quartier,0,2,3,Pavée,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,0,1925-1950,1950-1960,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.5,9,4.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Autoroute,Boîte à fusibles,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Bon,1,Fondation Brique,< 20 m2,1.0,Condition garage bonne,Non fini,Faible,Détaché de la maison,Avant 1950,100-150 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1945 et plus ancien,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,3,Autre quartier,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,50-75 m2,> 20 m2,1925-1950,1950-1960,2009,-0.3555,309.5867,167.9225,< 200,Oui,Non,Non,1.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,101-200 m2,Qualité moyenne,Qualité bonne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Bon,1,Fondation Brique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1945 et plus ancien,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,10,Autre quartier,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,75-100 m2,0,1900-1925,2000-2005,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.0,14,7.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss à rénover,Exposition minimale,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Intimité minimale,Bon,1,Fondation Brique,< 20 m2,1.0,Condition garage bonne,Non fini,Faible,Détaché de la maison,Avant 1950,100-150 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1945 et plus ancien,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,Autre quartier,> 5 m2,4,4,Pavée,Bardeau composite,Toit autre,Vente normale,,Vente Garantie Conventionnelle,101-200 m2,6,50-75 m2,0,1900-1925,1990-1995,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.0,15,7.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,101-200 m2,Qualité moyenne,Qualité moyenne,Bois,Bois,Bonne intimité,Moyenne,2,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1960-1969,100-150 m2,Chauffage air pulsé,Excellent,Bat 1.5 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,2,Autre quartier,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,75-100 m2,0,1925-1950,1950-1960,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Gravier,2,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Intimité minimale,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Autre quartier,0,2,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,101-200 m2,5,100-150 m2,> 20 m2,1960-1970,1960-1970,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,1.0,9,4.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,1001-1500 m2,Pas d'accès à l'allée,5,Duplex,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Faible qualité,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Bon,2,Fondation Brique,30-40 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,2,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,10,75-100 m2,0,1925-1950,1950-1960,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition minimale,< 500 m2,500-1000 m2,Salle de récréation moyenne,< 500 m2,Oui,Autoroute,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Intimité minimale,Bon,1,Fondation Brique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,10,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente entre membres de la famille,,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,0,1950-1960,1950-1960,2009,-0.3555,309.5867,167.9225,200-300,Oui,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,500-1000 m2,Faible qualité,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Contreplaqué,Pas de clôture,Bon,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,5,Autre quartier,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,101-200 m2,6,100-150 m2,0,1960-1970,1960-1970,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,500-1000 m2,Quartiers de vie sous la moyenne,< 500 m2,Non,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Moyenne,1,Fondation Brique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,Avant 1950,100-150 m2,Chauffage eau chaude ou vapeur,Mauvais,Bat 1.5 Etage,1,Qualité cusine médiocre,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,10,Autre quartier,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,0,1925-1950,2005-2010,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,< 500 m2,Faible qualité,< 500 m2,Oui,Proximité parc,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Bon,2,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Autre type garage,1950-1959,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Régulière,Classe 1946 et plus recent,Basse densité,400-600 m2,Placage pierre,Non défini,Pas d elements divers,1,Autre quartier,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,0,1950-1960,1950-1960,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Oui,2.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Bonne intimité,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1980-1989,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 100 et 200 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,5,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,25-50 m2,> 20 m2,2005 et plus,2010 et plus,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Exposition minimale,< 500 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Métal,Métal,Bonne intimité,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 100 et 200 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,10,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,50-75 m2,10-20 m2,2005 et plus,1990-1995,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Intimité minimale,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 100 et 200 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,50-75 m2,10-20 m2,2005 et plus,2010 et plus,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,1980-1989,150-200 m2,Chauffage air pulsé,Bon,Bat Divisé,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe Autre,Basse densité,200-400 m2,Placage brique,Remise,1000-5000,4,Autre quartier,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,50-75 m2,> 20 m2,1985-1990,1985-1990,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,3.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
> 2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,< 500 m2,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité bonne,Autre matériau extérieur,Autre matériau extérieur  2,Bonne intimité,Bon,2,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,200-250 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,> 5 m2,5,4,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,10-20 m2,1970-1980,2005-2010,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,3.0,16,8.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,5,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Non,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Qualité inconnue,0,Fondation Brique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1945 et plus ancien,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,12,Autre quartier,> 5 m2,3,3,Pavée,Bardeau composite,Toit autre,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,10,50-75 m2,> 20 m2,1900-1925,1990-1995,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Gravier,2,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Non,Route ville,Boîte à fusibles,1-100 m2,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Brique,< 20 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,50-75 m2,Chauffage air pulsé,Mauvais,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1945 et plus ancien,Non résidentiel,0,Aucun placage,Non défini,Pas d elements divers,5,Autre quartier,0,3,2,Terre/Gravier,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,4,50-75 m2,0,1925-1950,1950-1960,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Bon,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 201 et 500 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Haute et moyenne densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,6,Autre quartier,< 5 m2,3,4,Pavée,Bardeau composite,Toit pyramidal,Maison pas terminée,,Vente Nouvelle construction,Pas de solarium,5,100-150 m2,10-20 m2,2005 et plus,2005-2010,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,3.5,13,6.5,Hauteur sous-sol > 2.5 m
500-1000 m2,0 m2,Pas d'accès à l'allée,1,Unifamilial,Pas de sous-sol,Aucun sous-sol,0,0,Aucun sous-sol,0,Non,Route ville,Boîte à fusibles,Pas de porche fermé,Rénovation recommandée,Qualité faible,Bois,Bois,Pas de clôture,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Plus de 2000 m2,Terrain intérieur,Plus de 31 m,Régulière,Classe 1945 et plus ancien,Non résidentiel,0,Aucun placage,Non défini,Pas d elements divers,3,Autre quartier,< 5 m2,2,1,Terre/Gravier,Bardeau composite,Toit à pignon,Vente normale,,Type Vente Autre,Pas de solarium,4,0,10-20 m2,1900-1925,1950-1960,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,1.0,6,3.0,Pas de sous-sol
1000-1500 m2,1001-1500 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,< 500 m2,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,Autre quartier,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,10-20 m2,2000-2005,2000-2005,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Intimité minimale,Moyenne,1,Fondation Ciment,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,75-100 m2,Chauffage air pulsé,Excellent,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,> 20 m2,1970-1980,1970-1980,2009,-0.3555,309.5867,167.9225,< 200,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,< 500 m2,Bonne qualité de vie,0,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Bois de bonne qualité,Médiocre,2,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,11,Autre quartier,< 5 m2,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,101-200 m2,5,75-100 m2,> 20 m2,1970-1980,1970-1980,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,1500-2336 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Béton,60-80 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",,Succession,Pas de solarium,5,100-150 m2,0,1990-1995,1990-1995,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,3.0,10,5.0,Hauteur sous-sol 2.3 - 2.5 m
