superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,qualiteSousSol,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées
1358,0,0,No alley access,2,TwnhsE,TA,Av,836.0,0.0,ALQ,Unf,0.0,0.0,Gd,522.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,44.96507136,2.0,TA,RFn,TA,Attchd,2005.0,126.16232832,0,GasA,Ex,1Story,1675,1,Gd,Lvl,Gtl,641.40258816,Inside,14.3256,IR1,0,120,RL,240.0,Stone,No Miscellaneous feature,0,8,NridgHt,3.3445094400000004,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,6,126.16232832,AllPub,17.837383680000002,2005,2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1306,0,0,No alley access,1,Twnhs,TA,Av,881.0,0.0,GLQ,Unf,1.0,0.0,Gd,425.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,57.97149696,2.0,TA,RFn,TA,Attchd,2005.0,121.33137024,0,GasA,Ex,1Story,1676,1,Gd,Lvl,Gtl,475.84937088,Inside,10.3632,IR1,0,120,RL,135.0,Stone,No Miscellaneous feature,0,3,NridgHt,5.85289152,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,5,121.33137024,AllPub,15.7935168,2005,2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1358,0,0,No alley access,2,TwnhsE,TA,No,876.0,0.0,GLQ,Unf,1.0,0.0,Gd,474.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,44.96507136,2.0,TA,RFn,TA,Attchd,2008.0,126.16232832,0,GasA,Ex,1Story,1677,1,Gd,Lvl,Gtl,957.55163328,Inside,24.384,IR1,0,120,RL,176.0,Stone,No Miscellaneous feature,0,5,NridgHt,2.41547904,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,6,125.419104,AllPub,17.837383680000002,2007,2008,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
2492,0,0,No alley access,2,1Fam,TA,Gd,2146.0,0.0,GLQ,Unf,1.0,0.0,Ex,346.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,No Fence,Ex,1,PConc,2,Typ,88.16498496000001,3.0,TA,Fin,TA,Attchd,2004.0,231.51437568000003,1,GasA,Ex,1Story,1678,1,Ex,HLS,Mod,1378.30950144,Inside,30.48,IR1,0,20,RL,730.0,Stone,No Miscellaneous feature,0,2,NridgHt,21.8322144,5,10,Y,0,No Pool,CompShg,Hip,Abnorml,,WD,0,Pave,8,231.51437568000003,AllPub,20.996087040000003,2004,2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
2200,0,0,No alley access,3,1Fam,TA,Gd,1557.0,0.0,GLQ,Unf,1.0,0.0,Ex,643.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,63.6385824,3.0,TA,Fin,TA,Attchd,2003.0,204.386688,1,GasA,Ex,1Story,1679,1,Ex,Lvl,Gtl,1417.88619648,Corner,35.6616,IR1,0,20,RL,470.0,BrkFace,No Miscellaneous feature,0,7,NridgHt,5.1096672000000005,5,8,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,8,204.386688,AllPub,19.32383232,2003,2004,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1884,0,0,No alley access,2,TwnhsE,TA,No,800.0,0.0,GLQ,Unf,1.0,0.0,Ex,1084.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,60.29407296,2.0,TA,Fin,TA,Attchd,2008.0,175.02932736000002,0,GasA,Ex,1Story,1680,1,Ex,Lvl,Gtl,686.5534656000001,Inside,13.4112,IR1,0,120,RL,308.0,BrkFace,No Miscellaneous feature,0,5,NridgHt,8.3612736,5,9,Y,0,No Pool,CompShg,Hip,Partial,,New,0,Pave,6,175.02932736000002,AllPub,21.46060224,2008,2009,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1456,0,0,No alley access,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1451.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,50.07473856,2.0,TA,RFn,TA,Attchd,2008.0,135.26682624,0,GasA,Ex,1Story,1681,1,Ex,Lvl,Gtl,601.26847488,Inside,14.630400000000002,Reg,0,120,RL,500.0,BrkFace,No Miscellaneous feature,0,4,NridgHt,3.901927680000001,5,9,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,6,134.80231104,AllPub,17.837383680000002,2008,2008,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1712,0,0,No alley access,3,1Fam,TA,Gd,1196.0,0.0,GLQ,Unf,1.0,0.0,Ex,516.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,65.12503104000001,3.0,TA,RFn,TA,Attchd,2002.0,159.05000448,0,GasA,Ex,1Story,1682,1,Gd,Lvl,Gtl,1557.9839808000002,Corner,39.3192,Reg,0,20,RL,270.0,BrkFace,No Miscellaneous feature,0,9,NridgHt,17.00125632,5,8,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,8,159.05000448,AllPub,20.252862720000003,2002,2003,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1405,0,0,No alley access,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1405.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,44.407653120000006,2.0,TA,RFn,TA,Attchd,2003.0,130.52877120000002,0,GasA,Ex,1Story,1683,1,Gd,Lvl,Gtl,323.3025792,Inside,14.630400000000002,Reg,0,120,RL,163.0,Stone,No Miscellaneous feature,0,11,NridgHt,3.3445094400000004,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,6,130.52877120000002,AllPub,13.74964992,2003,2003,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
728,728,0,No alley access,3,1Fam,Gd,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,728.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,36.2321856,2.0,TA,Fin,TA,Attchd,2005.0,135.26682624,1,GasA,Ex,2Story,1684,1,Gd,Lvl,Gtl,1015.24442112,Inside,19.2024,Reg,0,60,RL,0.0,None,No Miscellaneous feature,0,6,Gilbert,0.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,8,67.63341312,AllPub,9.290304,2005,2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
745,745,0,No alley access,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,745.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,36.41799168,2.0,TA,Fin,TA,Attchd,2005.0,138.4255296,1,GasA,Ex,2Story,1685,1,Gd,Lvl,Gtl,828.50931072,Inside,17.3736,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,7,Gilbert,1.8580608,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,69.2127648,AllPub,3.3445094400000004,2005,2006,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1220,0,0,No alley access,2,TwnhsE,TA,Av,16.0,0.0,GLQ,Unf,0.0,0.0,Gd,1204.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,36.88250688,2.0,TA,Fin,TA,Attchd,2005.0,113.3417088,0,GasA,Ex,1Story,1686,1,Gd,Lvl,Gtl,295.61747328,Inside,13.1064,Reg,0,120,RL,16.0,BrkFace,No Miscellaneous feature,0,8,Blmngtn,1.48644864,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,5,113.3417088,AllPub,9.290304,2005,2006,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05650619723149,-93.6351934876271,"42.05650619723149, -93.6351934876271"
744,630,0,No alley access,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Gd,384.0,Y,Norm,Norm,SBrkr,0,TA,Gd,WdShing,Wd Shng,No Fence,Gd,1,PConc,2,Typ,37.161216,2.0,TA,Fin,TA,BuiltIn,2004.0,127.64877696,1,GasA,Ex,SLvl,1687,1,Gd,Lvl,Gtl,876.44727936,Inside,17.9832,IR1,0,80,RL,0.0,None,No Miscellaneous feature,0,8,Gilbert,0.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,6,35.674767360000004,AllPub,9.290304,2004,2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
868,762,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,868.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,40.505725440000006,2.0,TA,Fin,TA,BuiltIn,2004.0,151.4319552,1,GasA,Ex,2Story,1688,1,Gd,Lvl,Gtl,741.7378713600001,Inside,18.8976,IR1,0,60,RL,200.0,BrkFace,No Miscellaneous feature,0,9,Gilbert,4.4593459200000005,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,80.63983872,AllPub,11.1483648,2004,2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
846,748,0,No alley access,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Gd,846.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,MnPrv,Gd,1,PConc,2,Typ,40.31991936,2.0,TA,Fin,TA,Attchd,2004.0,148.08744576,1,GasA,Ex,2Story,1689,1,Gd,Lvl,Gtl,940.64328,Inside,18.5928,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,7,Gilbert,4.4593459200000005,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,78.59597184,AllPub,27.870912,2004,2004,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
806,683,0,No alley access,3,1Fam,TA,No,652.0,0.0,GLQ,Unf,1.0,0.0,Gd,130.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,37.161216,2.0,TA,Fin,TA,Attchd,2003.0,138.33262656000002,1,GasA,Ex,2Story,1690,1,Gd,Lvl,Gtl,832.8757536,Inside,21.03812727272728,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,6,Gilbert,6.967728,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,8,72.65017728000001,AllPub,0.0,2003,2003,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
698,644,0,No alley access,3,1Fam,TA,No,494.0,0.0,GLQ,Unf,1.0,0.0,Gd,204.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,36.51089472,2.0,TA,Fin,TA,Attchd,2003.0,124.67587968,1,GasA,Ex,2Story,1691,1,Gd,Lvl,Gtl,759.3894489600001,Inside,21.03812727272728,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,5,Gilbert,5.20257024,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,64.84632192000001,AllPub,9.290304,2003,2003,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
878,1126,0,No alley access,4,1Fam,TA,No,651.0,0.0,GLQ,Unf,1.0,0.0,Ex,219.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,59.82955776000001,3.0,TA,Fin,TA,BuiltIn,2002.0,186.17769216,1,GasA,Ex,2Story,1692,1,Gd,Lvl,Gtl,1197.61308864,Corner,21.03812727272728,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,7,Gilbert,4.4593459200000005,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,8,80.8256448,AllPub,0.0,2002,2002,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
744,630,0,No alley access,3,1Fam,TA,Mn,241.0,113.0,GLQ,Rec,0.0,0.0,Gd,30.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,37.161216,2.0,TA,Fin,TA,BuiltIn,2004.0,127.64877696,1,GasA,Ex,SLvl,1693,1,Gd,Lvl,Gtl,904.31819136,Inside,18.5928,IR1,0,80,RL,0.0,None,No Miscellaneous feature,0,5,Gilbert,0.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,35.674767360000004,AllPub,0.0,2004,2004,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
819,695,0,No alley access,3,1Fam,TA,No,683.0,0.0,GLQ,Unf,1.0,0.0,Gd,111.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,36.60379776,2.0,TA,Fin,TA,Attchd,2000.0,140.65520256000002,1,GasA,Ex,2Story,1694,1,TA,Lvl,Gtl,783.45133632,Inside,12.8016,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,6,Gilbert,6.689018880000001,5,6,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,73.76501376,AllPub,0.0,2000,2000,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
774,656,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,384.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,37.161216,2.0,TA,RFn,TA,BuiltIn,1999.0,132.85134720000002,1,GasA,Ex,SLvl,1695,1,TA,Lvl,Gtl,719.99856,Inside,18.8976,Reg,0,80,RL,0.0,None,No Miscellaneous feature,0,3,Gilbert,0.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,35.674767360000004,AllPub,0.0,1999,2000,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1223,1089,0,No alley access,4,1Fam,TA,No,913.0,0.0,ALQ,Unf,1.0,0.0,Gd,264.0,Y,RRNn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,61.13020032000001,3.0,TA,Fin,TA,BuiltIn,1999.0,214.79182848,1,GasA,Ex,2Story,1696,1,Gd,Lvl,Gtl,1476.78672384,CulDSac,21.03812727272728,IR2,0,60,RL,210.0,BrkFace,No Miscellaneous feature,0,5,Gilbert,0.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,8,109.34687808,AllPub,27.68510592,1999,1999,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
774,656,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,384.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,38.090246400000005,2.0,TA,Fin,TA,BuiltIn,1999.0,132.85134720000002,1,GasA,Ex,SLvl,1697,1,TA,Lvl,Gtl,729.1030579200001,Inside,19.5072,IR1,0,80,RL,0.0,None,No Miscellaneous feature,0,6,Gilbert,0.0,6,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,35.674767360000004,AllPub,0.0,1999,1999,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1466,1221,0,No alley access,4,1Fam,TA,Mn,1173.0,0.0,GLQ,Unf,1.0,0.0,Gd,282.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,2,PConc,2,Typ,75.25146240000001,3.0,TA,RFn,TA,BuiltIn,2000.0,249.63046848,1,GasA,Ex,2Story,1698,1,Gd,Lvl,Gtl,1181.7266688,Inside,32.308800000000005,Reg,0,60,RL,150.0,BrkFace,No Miscellaneous feature,0,9,NoRidge,2.7870912000000003,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,10,135.17392320000002,AllPub,23.41156608,2000,2000,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.04793340295536,-93.64802984529771,"42.04793340295536, -93.64802984529771"
2063,0,0,No alley access,3,1Fam,TA,Av,236.0,1526.0,BLQ,GLQ,1.0,0.0,Gd,262.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,No Fence,Gd,2,PConc,2,Typ,75.7159776,3.0,TA,Fin,TA,Attchd,1994.0,191.65897152,0,GasA,Ex,1Story,1699,1,Gd,Lvl,Gtl,998.70768,CulDSac,21.03812727272728,IR1,0,20,RL,634.0,BrkFace,No Miscellaneous feature,0,6,NoRidge,5.20257024,5,8,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,7,188.03575296,AllPub,16.90835328,1994,1995,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.04793340295536,-93.64802984529771,"42.04793340295536, -93.64802984529771"
1094,967,0,No alley access,3,1Fam,TA,No,816.0,0.0,GLQ,Unf,1.0,0.0,Gd,254.0,Y,Norm,Norm,SBrkr,209,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,60.10826688,2.0,TA,Fin,TA,Attchd,1995.0,191.47316544,1,GasA,Ex,2Story,1700,1,Gd,Lvl,Gtl,844.0241184,Inside,24.0792,Reg,0,60,RL,286.0,BrkFace,No Miscellaneous feature,0,11,NoRidge,9.47611008,5,7,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,99.4062528,AllPub,27.499299840000003,1995,1996,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.04793340295536,-93.64802984529771,"42.04793340295536, -93.64802984529771"
1215,1017,0,No alley access,3,1Fam,TA,No,624.0,0.0,GLQ,Unf,1.0,0.0,Gd,549.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,No Fence,TA,1,PConc,2,Typ,57.87859392000001,2.0,TA,RFn,TA,Attchd,1993.0,207.35958528,1,GasA,Ex,2Story,1701,1,Gd,Lvl,Gtl,1086.22234368,Inside,21.03812727272728,IR1,0,60,RL,372.0,BrkFace,No Miscellaneous feature,0,10,NoRidge,15.329001600000002,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,8,108.97526592,AllPub,16.07222592,1993,1994,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.04793340295536,-93.64802984529771,"42.04793340295536, -93.64802984529771"
1696,0,0,No alley access,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1696.0,Y,PosN,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,90.30175488,3.0,TA,RFn,TA,Attchd,2008.0,157.56355584000002,0,GasA,Ex,1Story,1702,1,Gd,Lvl,Gtl,1039.9566297600002,Inside,26.2128,IR1,0,20,RL,240.0,Stone,No Miscellaneous feature,0,9,Somerst,5.20257024,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,157.56355584000002,AllPub,11.1483648,2008,2008,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
1658,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1614.0,Y,PosN,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,67.44760704000001,3.0,TA,Fin,TA,Attchd,2008.0,154.03324032,1,GasA,Ex,1Story,1703,1,Gd,Lvl,Gtl,948.16842624,Inside,23.7744,Reg,0,20,RL,294.0,BrkFace,No Miscellaneous feature,0,9,Somerst,4.08773376,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,149.94550656,AllPub,13.378037760000002,2008,2008,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
1702,0,0,No alley access,3,1Fam,TA,Av,1294.0,0.0,GLQ,Unf,1.0,0.0,Gd,408.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,78.41016576,3.0,TA,RFn,TA,Attchd,2007.0,158.12097408,0,GasA,Ex,1Story,1704,1,Gd,Lvl,Gtl,941.1077952,Inside,25.908,Reg,0,20,RL,260.0,Stone,No Miscellaneous feature,0,3,Somerst,6.4103097600000005,5,8,Y,0,No Pool,CompShg,Gable,Normal,,WD,0,Pave,7,158.12097408,AllPub,0.0,2007,2007,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
1432,0,0,No alley access,3,1Fam,TA,Av,379.0,0.0,GLQ,Unf,0.0,0.0,Ex,1043.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,45.708295680000006,2.0,TA,Fin,TA,Attchd,2006.0,133.03715328,0,GasA,Ex,1Story,1705,1,Gd,Lvl,Gtl,849.04088256,Inside,23.1648,IR1,0,20,RL,206.0,Stone,No Miscellaneous feature,0,9,Somerst,4.645152,5,8,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,7,132.10812288,AllPub,27.59220288,2006,2006,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
2490,0,0,No alley access,2,1Fam,TA,Gd,2158.0,0.0,GLQ,Unf,1.0,0.0,Ex,300.0,Y,PosN,PosN,SBrkr,0,TA,Ex,VinylSd,VinylSd,GdPrv,Gd,2,PConc,2,Typ,73.8579168,3.0,TA,Fin,TA,Attchd,2005.0,231.3285696,0,GasA,Ex,1Story,1706,1,Ex,Lvl,Gtl,1033.8250291200002,Corner,25.908,Reg,0,20,RL,198.0,Stone,No Miscellaneous feature,0,10,Somerst,20.996087040000003,5,9,Y,0,No Pool,CompShg,Hip,Normal,,WD,0,Pave,9,228.35567232,AllPub,6.5032128,2005,2006,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
